CaseId,Evaluation
200001,0.0
200002,0.2571428571428571
200003,0.05714285714285714
200004,0.2571428571428571
200005,0.0
200006,0.0
200007,0.05714285714285714
200008,0.22857142857142856
200009,0.0
200010,0.0
200011,0.0
200012,0.8
200013,0.0
200014,0.02857142857142857
200015,0.2571428571428571
200016,0.0
200017,0.7714285714285715
200018,0.0
200019,0.8571428571428571
200020,0.0
200021,0.0
200022,0.0
200023,0.45714285714285713
200024,0.0
200025,0.0
200026,0.0
200027,0.0
200028,0.0
200029,0.0
200030,0.0
200031,0.0
200032,0.0
200033,0.9714285714285714
200034,0.0
200035,0.0
200036,0.0
200037,0.5714285714285714
200038,0.0
200039,0.0
200040,0.0
200041,0.0
200042,0.0
200043,0.0
200044,0.0
200045,0.0
200046,0.0
200047,0.0
200048,0.0
200049,0.0
200050,0.0
200051,0.17142857142857143
200052,0.0
200053,0.0
200054,0.0
200055,0.0
200056,0.0
200057,0.0
200058,0.0
200059,0.0
200060,0.4
200061,0.22857142857142856
200062,0.6857142857142857
200063,1.0
200064,0.0
200065,0.02857142857142857
200066,0.6571428571428571
200067,0.0
200068,0.0
200069,0.34285714285714286
200070,1.0
200071,0.11428571428571428
200072,0.02857142857142857
200073,0.0
200074,0.9714285714285714
200075,0.0
200076,0.0
200077,0.02857142857142857
200078,0.0
200079,0.05714285714285714
200080,0.14285714285714285
200081,0.7714285714285715
200082,0.2857142857142857
200083,0.05714285714285714
200084,0.0
200085,0.0
200086,0.11428571428571428
200087,0.0
200088,0.4857142857142857
200089,0.37142857142857144
200090,0.0
200091,0.0
200092,0.02857142857142857
200093,0.0
200094,0.42857142857142855
200095,0.0
200096,0.0
200097,0.0
200098,0.7714285714285715
200099,0.9142857142857143
200100,0.0
200101,0.0
200102,0.0
200103,0.11428571428571428
200104,0.0
200105,0.0
200106,0.0
200107,0.0
200108,0.7142857142857143
200109,0.0
200110,0.05714285714285714
200111,0.0
200112,0.02857142857142857
200113,0.02857142857142857
200114,0.0
200115,0.0
200116,0.05714285714285714
200117,0.0
200118,0.0
200119,0.9714285714285714
200120,0.7714285714285715
200121,0.05714285714285714
200122,0.05714285714285714
200123,0.0
200124,0.05714285714285714
200125,0.0
200126,0.5142857142857142
200127,0.0
200128,0.0
200129,0.0
200130,0.0
200131,0.8857142857142857
200132,0.0
200133,0.8285714285714286
200134,0.0
200135,0.0
200136,0.0
200137,0.05714285714285714
200138,0.02857142857142857
200139,1.0
200140,0.0
200141,0.0
200142,0.0
200143,0.0
200144,0.0
200145,0.05714285714285714
200146,1.0
200147,0.0
200148,1.0
200149,0.0
200150,0.0
200151,0.0
200152,0.0
200153,0.0
200154,0.0
200155,0.6285714285714286
200156,0.0
200157,0.34285714285714286
200158,0.0
200159,0.0
200160,0.0
200161,0.0
200162,0.0
200163,0.7714285714285715
200164,0.6857142857142857
200165,0.0
200166,0.0
200167,0.0
200168,0.0
200169,0.0
200170,0.34285714285714286
200171,0.8285714285714286
200172,0.11428571428571428
200173,0.0
200174,0.0
200175,0.0
200176,0.0
200177,0.0
200178,0.0
200179,0.0
200180,0.0
200181,0.0
200182,0.0
200183,0.2857142857142857
200184,0.17142857142857143
200185,0.0
200186,0.05714285714285714
200187,0.0
200188,0.22857142857142856
200189,0.14285714285714285
200190,0.05714285714285714
200191,0.0
200192,0.0
200193,0.0
200194,0.0
200195,0.0
200196,0.14285714285714285
200197,0.0
200198,0.0
200199,0.0
200200,0.0
200201,0.8857142857142857
200202,0.02857142857142857
200203,0.3142857142857143
200204,1.0
200205,0.11428571428571428
200206,0.0
200207,0.0
200208,0.0
200209,0.4857142857142857
200210,0.4
200211,0.0
200212,0.0
200213,0.0
200214,0.14285714285714285
200215,0.37142857142857144
200216,0.37142857142857144
200217,0.0
200218,0.05714285714285714
200219,0.14285714285714285
200220,0.14285714285714285
200221,0.2571428571428571
200222,0.0
200223,0.6285714285714286
200224,0.42857142857142855
200225,0.4
200226,0.11428571428571428
200227,0.14285714285714285
200228,0.14285714285714285
200229,1.0
200230,0.0
200231,0.34285714285714286
200232,0.0
200233,0.0
200234,0.0
200235,0.6571428571428571
200236,0.2571428571428571
200237,1.0
200238,0.0
200239,0.0
200240,0.02857142857142857
200241,0.7714285714285715
200242,0.34285714285714286
200243,0.6571428571428571
200244,0.02857142857142857
200245,0.5142857142857142
200246,0.4
200247,1.0
200248,0.0
200249,0.0
200250,0.0
200251,0.0
200252,0.0
200253,0.0
200254,0.0
200255,0.8857142857142857
200256,0.08571428571428572
200257,0.45714285714285713
200258,0.0
200259,0.8571428571428571
200260,0.5142857142857142
200261,0.0
200262,0.45714285714285713
200263,0.6285714285714286
200264,0.0
200265,0.0
200266,0.11428571428571428
200267,0.0
200268,0.0
200269,0.0
200270,0.0
200271,0.11428571428571428
200272,0.0
200273,0.0
200274,0.0
200275,0.0
200276,0.0
200277,0.14285714285714285
200278,0.7142857142857143
200279,0.0
200280,0.4
200281,0.0
200282,0.0
200283,0.8285714285714286
200284,0.0
200285,0.42857142857142855
200286,0.0
200287,0.0
200288,0.0
200289,0.22857142857142856
200290,0.0
200291,0.8571428571428571
200292,0.0
200293,0.0
200294,0.0
200295,0.0
200296,0.0
200297,0.0
200298,0.0
200299,0.0
200300,0.02857142857142857
200301,0.0
200302,0.05714285714285714
200303,0.05714285714285714
200304,0.8857142857142857
200305,0.05714285714285714
200306,0.0
200307,0.05714285714285714
200308,0.05714285714285714
200309,0.0
200310,0.0
200311,0.0
200312,0.0
200313,0.0
200314,0.0
200315,0.0
200316,0.0
200317,0.17142857142857143
200318,0.17142857142857143
200319,0.0
200320,0.0
200321,0.0
200322,0.0
200323,0.0
200324,0.0
200325,0.08571428571428572
200326,0.8571428571428571
200327,0.08571428571428572
200328,0.0
200329,0.0
200330,0.0
200331,0.4
200332,0.05714285714285714
200333,0.02857142857142857
200334,0.0
200335,1.0
200336,0.0
200337,0.02857142857142857
200338,0.0
200339,0.0
200340,0.0
200341,0.7428571428571429
200342,0.0
200343,0.17142857142857143
200344,0.0
200345,0.0
200346,0.5714285714285714
200347,0.0
200348,0.11428571428571428
200349,0.17142857142857143
200350,0.11428571428571428
200351,0.0
200352,0.42857142857142855
200353,0.0
200354,0.0
200355,0.8285714285714286
200356,0.0
200357,0.8285714285714286
200358,0.0
200359,0.8
200360,0.0
200361,0.4
200362,0.0
200363,0.0
200364,0.0
200365,0.2571428571428571
200366,0.0
200367,0.02857142857142857
200368,0.11428571428571428
200369,0.0
200370,0.0
200371,0.02857142857142857
200372,0.2571428571428571
200373,0.6285714285714286
200374,0.0
200375,0.02857142857142857
200376,0.2571428571428571
200377,0.17142857142857143
200378,0.02857142857142857
200379,0.0
200380,0.0
200381,0.0
200382,0.05714285714285714
200383,0.0
200384,0.0
200385,0.0
200386,0.0
200387,0.0
200388,0.0
200389,0.14285714285714285
200390,0.7142857142857143
200391,0.0
200392,0.0
200393,0.0
200394,0.37142857142857144
200395,0.0
200396,0.11428571428571428
200397,0.0
200398,0.7714285714285715
200399,0.0
200400,0.0
200401,0.0
200402,0.02857142857142857
200403,0.02857142857142857
200404,0.7142857142857143
200405,0.0
200406,0.02857142857142857
200407,0.0
200408,0.0
200409,0.0
200410,0.0
200411,0.3142857142857143
200412,0.2571428571428571
200413,0.0
200414,0.2
200415,0.7428571428571429
200416,0.0
200417,0.0
200418,0.0
200419,0.0
200420,0.0
200421,0.0
200422,0.0
200423,0.0
200424,0.0
200425,0.6857142857142857
200426,0.17142857142857143
200427,0.2
200428,0.05714285714285714
200429,0.0
200430,0.0
200431,0.0
200432,0.02857142857142857
200433,0.7428571428571429
200434,0.0
200435,0.0
200436,0.0
200437,0.0
200438,0.34285714285714286
200439,0.0
200440,0.0
200441,0.5714285714285714
200442,0.9428571428571428
200443,0.0
200444,0.02857142857142857
200445,0.8
200446,0.0
200447,0.4
200448,0.7714285714285715
200449,0.0
200450,0.42857142857142855
200451,0.2571428571428571
200452,0.0
200453,0.02857142857142857
200454,0.0
200455,0.11428571428571428
200456,0.0
200457,0.0
200458,0.34285714285714286
200459,0.7714285714285715
200460,0.0
200461,0.2571428571428571
200462,0.0
200463,0.02857142857142857
200464,1.0
200465,0.5714285714285714
200466,0.02857142857142857
200467,0.0
200468,0.2
200469,0.0
200470,0.0
200471,0.34285714285714286
200472,0.37142857142857144
200473,0.02857142857142857
200474,0.0
200475,0.0
200476,0.0
200477,0.7714285714285715
200478,0.0
200479,0.7142857142857143
200480,0.0
200481,0.0
200482,0.11428571428571428
200483,0.0
200484,0.0
200485,0.0
200486,0.9714285714285714
200487,0.0
200488,0.0
200489,0.3142857142857143
200490,0.0
200491,0.08571428571428572
200492,0.11428571428571428
200493,0.0
200494,0.0
200495,0.0
200496,0.02857142857142857
200497,0.5428571428571428
200498,0.0
200499,0.0
200500,0.08571428571428572
200501,0.0
200502,0.05714285714285714
200503,0.05714285714285714
200504,0.0
200505,0.0
200506,0.0
200507,0.0
200508,0.3142857142857143
200509,0.0
200510,0.0
200511,0.0
200512,0.2571428571428571
200513,0.0
200514,0.02857142857142857
200515,0.0
200516,0.0
200517,0.0
200518,0.0
200519,0.0
200520,0.0
200521,0.0
200522,0.0
200523,0.0
200524,0.0
200525,0.11428571428571428
200526,0.5142857142857142
200527,0.8
200528,0.22857142857142856
200529,0.7714285714285715
200530,0.0
200531,0.0
200532,0.11428571428571428
200533,0.0
200534,0.22857142857142856
200535,0.0
200536,0.5714285714285714
200537,0.0
200538,0.0
200539,0.14285714285714285
200540,0.0
200541,0.0
200542,0.0
200543,0.0
200544,0.0
200545,0.8857142857142857
200546,0.45714285714285713
200547,0.0
200548,0.0
200549,0.0
200550,0.0
200551,0.8571428571428571
200552,0.08571428571428572
200553,0.0
200554,0.2
200555,0.11428571428571428
200556,0.2857142857142857
200557,0.7142857142857143
200558,0.0
200559,0.0
200560,0.02857142857142857
200561,0.0
200562,0.0
200563,0.0
200564,0.7714285714285715
200565,0.02857142857142857
200566,0.0
200567,0.0
200568,0.11428571428571428
200569,0.8285714285714286
200570,0.0
200571,0.0
200572,0.0
200573,0.0
