CaseId,Evaluation
200001,0.0
200002,0.0
200003,0.1346965969131656
200004,0.2907563344223628
200005,0.0
200006,0.0
200007,0.0954982868782406
200008,0.0
200009,0.0
200010,0.12343675639918068
200011,0.0
200012,0.8709069063546018
200013,0.0
200014,0.002
200015,0.2907563344223628
200016,0.0
200017,0.7480084464577791
200018,0.0
200019,0.8438773434158551
200020,0.0
200021,0.015096211317773145
200022,0.0
200023,0.39437228369593824
200024,0.0011901606145596044
200025,0.0011901606145596044
200026,0.0
200027,0.0
200028,0.0
200029,0.0
200030,0.0
200031,0.0
200032,0.0
200033,1.0
200034,0.0
200035,0.0
200036,0.0
200037,0.5720654202102861
200038,0.0
200039,0.0
200040,0.0
200041,0.0
200042,0.0
200043,0.0
200044,0.0
200045,0.0
200046,0.004324642595325812
200047,0.0
200048,0.0
200049,0.0
200050,0.0012711136869329503
200051,0.07615033300033303
200052,0.0
200053,0.0
200054,0.0
200055,0.0
200056,0.004324642595325812
200057,0.0
200058,0.0
200059,0.0
200060,0.4184726523776591
200061,0.37272658895620664
200062,0.7660866963034374
200063,1.0
200064,0.014200228124995311
200065,0.018095009820582146
200066,0.6249473134889934
200067,0.0
200068,0.0
200069,0.27717933475151324
200070,1.0
200071,0.14902311983607366
200072,0.02466072642369752
200073,0.0
200074,0.8655965456105045
200075,0.0
200076,0.0
200077,0.012615159438388316
200078,0.0
200079,0.1346965969131656
200080,0.1483179881751288
200081,1.0
200082,0.3759086606935768
200083,0.1346965969131656
200084,0.0
200085,0.0
200086,0.14902311983607366
200087,0.0
200088,0.301887511284725
200089,0.36513556646592443
200090,0.0
200091,0.00267431626279645
200092,0.09550465959612765
200093,0.0
200094,0.3965568995170296
200095,0.0
200096,0.0
200097,0.0
200098,0.7480084464577791
200099,0.9002517686727544
200100,0.0
200101,0.0
200102,0.0
200103,0.12123707031403934
200104,0.0
200105,0.0
200106,0.0
200107,0.0
200108,0.6141364942450647
200109,0.0
200110,0.06027842797096883
200111,0.0
200112,0.0
200113,0.0
200114,0.0
200115,0.0
200116,0.1346965969131656
200117,0.0
200118,0.0
200119,0.9703098737703485
200120,0.8010176992658545
200121,0.066
200122,0.1346965969131656
200123,0.010109500026039827
200124,0.06191817382361357
200125,0.0
200126,0.4785665130594317
200127,0.0
200128,0.0
200129,0.011760550957847239
200130,0.0
200131,0.7336880230880236
200132,0.0
200133,0.998
200134,0.0
200135,0.0
200136,0.0
200137,0.1346965969131656
200138,0.0
200139,1.0
200140,0.0
200141,0.0
200142,0.0
200143,0.0
200144,0.0
200145,0.022440932208288515
200146,1.0
200147,0.0
200148,1.0
200149,0.0
200150,0.0
200151,0.0
200152,0.0
200153,0.0
200154,0.0
200155,0.6963385656125172
200156,0.0
200157,1.0
200158,0.0
200159,0.0
200160,0.0
200161,0.0
200162,0.000441025641025641
200163,0.7839936156862879
200164,0.7022234333115824
200165,0.0
200166,0.0
200167,0.0
200168,0.0
200169,0.0
200170,0.0
200171,1.0
200172,0.08915348823396846
200173,0.0
200174,0.0
200175,0.0
200176,0.0
200177,0.0
200178,0.0
200179,0.0
200180,0.0
200181,0.012851514467739984
200182,0.0
200183,0.25215974228094645
200184,0.14224582332272
200185,0.12343675639918068
200186,0.0868174641406067
200187,0.006785539050300697
200188,0.37272658895620664
200189,0.1483179881751288
200190,0.1346965969131656
200191,0.12343675639918068
200192,0.0
200193,0.0
200194,0.0
200195,0.0
200196,0.15318048115840333
200197,0.0
200198,0.0
200199,0.0
200200,0.0
200201,0.7743050933095748
200202,0.09601133412793564
200203,0.3883118186191986
200204,1.0
200205,0.12123707031403934
200206,0.0
200207,0.0
200208,0.0
200209,0.5412271138954914
200210,0.46679219517977566
200211,0.0
200212,0.0017759686467433522
200213,0.0
200214,0.26022372782766423
200215,0.42308201971305726
200216,0.34528400276908866
200217,0.0012711136869329503
200218,0.1346965969131656
200219,0.15491922659601554
200220,0.0668744604623494
200221,0.1981364809414761
200222,0.0
200223,0.46728228900472374
200224,0.3965568995170296
200225,0.3611732943665684
200226,0.10620314067016451
200227,0.10884229800679042
200228,0.16068901148031603
200229,1.0
200230,0.0
200231,0.25901020671580277
200232,0.0
200233,0.0
200234,0.0
200235,0.7082615657808259
200236,0.27228319790201444
200237,1.0
200238,0.0
200239,0.0
200240,0.0
200241,0.7480084464577791
200242,0.03804444444444444
200243,0.9812333333333334
200244,0.05649919646697201
200245,1.0
200246,0.05814108802273368
200247,0.968018680004322
200248,0.0
200249,0.0
200250,0.0
200251,0.0
200252,0.0001111111111111111
200253,0.005273639930151886
200254,0.0
200255,0.9011702289071343
200256,0.038023757866722845
200257,0.3913553482498383
200258,0.0
200259,0.8548218704616125
200260,1.0
200261,0.0
200262,0.3913553482498383
200263,0.46728228900472374
200264,0.0
200265,0.0
200266,0.12123707031403934
200267,0.0
200268,0.0
200269,0.0
200270,0.0
200271,0.006071428571428572
200272,0.0
200273,0.0
200274,0.0
200275,0.0
200276,0.0
200277,0.1483179881751288
200278,0.7663829501058415
200279,0.0
200280,0.0
200281,0.0
200282,0.0
200283,0.7724768225357802
200284,0.0
200285,0.3093268481141271
200286,0.0
200287,0.0
200288,0.0
200289,0.27680592820406014
200290,0.0
200291,0.7239792810933341
200292,0.0
200293,0.0
200294,0.0
200295,0.0
200296,0.016706183920603624
200297,0.0
200298,0.0
200299,0.0005
200300,0.025666666666666667
200301,0.0
200302,0.11247983229161226
200303,0.1
200304,0.7743050933095748
200305,0.02966753851141112
200306,0.0
200307,0.06711327705284396
200308,0.07022473073967861
200309,0.0
200310,0.0
200311,0.00267431626279645
200312,0.02301393959610045
200313,0.0
200314,0.0
200315,0.0
200316,0.0
200317,0.0
200318,0.21156087877032426
200319,0.0
200320,0.0
200321,0.0
200322,0.0
200323,0.0
200324,0.0
200325,0.2148866809072026
200326,0.8208616317514966
200327,0.0
200328,0.0
200329,0.0
200330,0.0
200331,0.45572233382705174
200332,0.25956904761904775
200333,0.055269342604783625
200334,0.008443122123960279
200335,1.0
200336,0.0
200337,0.04672727272727273
200338,0.0
200339,0.0
200340,0.0
200341,0.5101222890942698
200342,0.0
200343,0.21156087877032426
200344,0.0
200345,0.0031501141745069487
200346,0.5900088631383886
200347,0.0
200348,0.12123707031403934
200349,0.21156087877032426
200350,0.09660473053721702
200351,0.12343675639918068
200352,0.014571428571428572
200353,0.02301393959610045
200354,0.0
200355,1.0
200356,0.0
200357,0.7724768225357802
200358,0.0
200359,0.00805
200360,0.0
200361,0.19346683316683327
200362,0.0
200363,0.0
200364,0.0
200365,0.1981364809414761
200366,0.0
200367,0.0501318709778009
200368,0.10171759763331863
200369,0.015096211317773145
200370,0.0
200371,0.3073349206349206
200372,0.10382947052947057
200373,0.6160837974211992
200374,0.0
200375,0.022394238776151418
200376,0.27228319790201444
200377,0.0
200378,0.0
200379,0.0
200380,0.0
200381,0.0
200382,0.022440932208288515
200383,0.0
200384,0.0
200385,0.0
200386,0.0
200387,0.0
200388,0.0
200389,0.20091097638591168
200390,0.35799126984126983
200391,0.0
200392,0.0
200393,0.0
200394,1.0
200395,0.0
200396,0.09468727326590852
200397,0.0
200398,0.7480084464577791
200399,0.012851514467739984
200400,0.0
200401,0.0
200402,0.0501318709778009
200403,0.0501318709778009
200404,0.6417899540860502
200405,0.0
200406,0.0935254826183924
200407,0.0
200408,0.0
200409,0.0
200410,0.0031501141745069487
200411,0.4046951880550122
200412,0.1981364809414761
200413,0.0
200414,0.14606376198897658
200415,0.9445061785853083
200416,0.0
200417,0.0
200418,0.0
200419,0.0
200420,0.0
200421,0.0
200422,0.0012711136869329503
200423,0.0
200424,0.0
200425,0.7262655927458406
200426,0.21529617498395726
200427,0.13432604031100784
200428,0.1346965969131656
200429,0.0
200430,0.0
200431,0.0
200432,0.024
200433,0.7346200982230097
200434,0.0
200435,0.0
200436,0.0
200437,0.0
200438,0.25901020671580277
200439,0.0
200440,0.0
200441,0.7144540122006139
200442,0.9640560535286703
200443,0.0
200444,0.05694899093469461
200445,0.1954721445221449
200446,0.0
200447,0.3611732943665684
200448,0.9668174603174604
200449,0.0
